Timestamp	Did you participate in part I?	Face 1	Face 2	Face 3	Face 4	Face 5	Face 6	Face 7	Face 8	Face 9	Face 10	Person that exists
1/24/2021 6:31:57	Yes	Sarah	David	Brittany	Doug	Patrick	Mindy	Gordon	Marcus	Susan	Marianne	Caleb
1/24/2021 6:32:13	Yes	Sarah	Michael	Jessica	Doug	Robert	Michelle	Gordon	Marcus	Susan	Monica	Edward
1/24/2021 6:33:07	No	Jennifer	Jack	Brittany	Michael	Robert	Michelle	Peter	Marcus	Susan	Margaret	Kevin
1/24/2021 6:33:22	No	Evelyn	David	Linda	Michael	John	Michelle	Gordon	Eric	Claire	Margaret	
1/24/2021 6:34:18	No	Lynn	Michael	Caitlyn	Michael	Patrick	Michelle	Richard	James	Gillian	Margaret	
1/24/2021 6:34:58	No	Carrie	Michael	Jessica	Rick	Patrick	Michelle	Jason	Eric	Susan	Margaret	
1/24/2021 6:35:05	No	Sarah	Michael	Brittany	Doug	Robert	Helen	Jason	Seth	Susan	Marianne	Dave
1/24/2021 6:35:38	Yes	Evelyn	David	Brittany	Rick	Patrick	Mindy	Peter	Seth	Harriet	Hayley	Jarred
1/24/2021 6:36:25	No	Sarah	Enrique	Jessica	Doug	Robert	Hannah	Richard	James	Susan	Margaret	Josh
1/24/2021 6:36:25	No	Sarah	Enrique	Brittany	Michael	John	Mindy	Peter	Marcus	Susan	Margaret	Chris
1/24/2021 6:37:05	No	Jennifer	Michael	Jessica	Reiner	Robert	Michelle	Gordon	James	Claire	Monica	
1/24/2021 6:38:09	No	Sarah	Michael	Caitlyn	Rick	Patrick	Helen	Peter	James	Gillian	Marianne	Kevin
1/24/2021 6:39:22	Yes	Sarah	Michael	Brittany	Michael	John	Hannah	Peter	Marcus	Susan	Margaret	Dom
1/24/2021 6:40:02	No	Evelyn	David	Brittany	Rick	John	Michelle	Peter	Marcus	Susan	Margaret	Matthew
1/24/2021 6:40:03	No	Sarah	Enrique	Jessica	Doug	John	Helen	Richard	Marcus	Gillian	Margaret	Jonathan
1/24/2021 6:40:09	No	Sarah	Michael	Linda	Rick	John	Michelle	Gordon	Marcus	Susan	Marianne	Kendall 
1/24/2021 6:40:16	No	Lynn	David	Brittany	Michael	Patrick	Helen	Joey	Eric	Harriet	Marianne	Dylan
1/24/2021 6:40:24	No	Sarah	David	Brittany	Michael	Patrick	Mindy	Peter	Marcus	Susan	Monica	Marc
1/24/2021 6:41:01	No	Carrie	Michael	Caitlyn	Rick	Robert	Michelle	Jason	Marcus	Susan	Marianne	Jake
1/24/2021 6:41:03	No	Jennifer	David	Jessica	Doug	Bob	Mindy	Peter	Marcus	Susan	Monica	Is it you? 
1/24/2021 6:41:50	No	Sarah	Michael	Brittany	Rick	John	Michelle	Jason	Marcus	Gillian	Monica	Brian
1/24/2021 6:41:53	No	Jennifer	Enrique	Caitlyn	Michael	John	Michelle	Peter	Marcus	Susan	Margaret	Seth
1/24/2021 6:42:33	Yes	Carrie	David	Jessica	Michael	Patrick	Michelle	Richard	James	Harriet	Marianne	No one I know 
1/24/2021 6:43:05	No	Carrie	Michael	Caitlyn	Doug	Robert	Michelle	Peter	Eric	Susan	Margaret	Aaron
1/24/2021 6:45:10	No	Lynn	Michael	Brittany	Michael	Patrick	Helen	Gordon	James	Claire	Megan	
1/24/2021 6:46:36	No	Sarah	David	Jessica	Reiner	Patrick	Sandy	Gordon	Marcus	Susan	Marianne	Ben
1/24/2021 6:46:45	No	Sarah	David	Jessica	Michael	John	Michelle	Gordon	Marcus	Susan	Marianne	Steven
1/24/2021 6:46:57	No	Evelyn	David	Brittany	Doug	Robert	Michelle	Richard	James	Susan	Margaret	Brad
1/24/2021 6:47:03	No	Lynn	David	Jessica	Michael	Robert	Mindy	Joey	Eric	Susan	Margaret	Kevin
1/24/2021 6:47:20	No	Sarah	David	Jessica	Rick	Robert	Michelle	Gordon	Marcus	Susan	Margaret	Daniel
1/24/2021 6:48:11	No	Carrie	David	Brittany	Doug	Robert	Michelle	Peter	Marcus	Susan	Marianne	Griffin
1/24/2021 6:48:13	No	Carrie	Enrique	Brittany	Doug	John	Mindy	Joey	Seth	Susan	Marianne	Magnus
1/24/2021 6:49:27	No	Evelyn	Michael	Brittany	Doug	Robert	Michelle	Richard	James	Susan	Margaret	Seth
1/24/2021 6:49:34	Yes	Sarah	Keith	Jessica	Rick	Robert	Michelle	Peter	Marcus	Susan	Margaret	Kenneth
1/24/2021 6:50:09	No	Evelyn	David	Brittany	Rick	Patrick	Michelle	Gordon	Marcus	Susan	Margaret	Ryan
1/24/2021 6:50:57	No	Sarah	Enrique	Brittany	Michael	Patrick	Mindy	Peter	Eric	Susan	Marianne	Josh
1/24/2021 6:51:01	Yes	Sarah	David	Jessica	Doug	John	Mindy	Peter	Marcus	Gillian	Marianne	Seth
1/24/2021 6:51:09	Yes	Carrie	David	Jessica	Rick	Robert	Mindy	Peter	Marcus	Harriet	Marianne	Simon
1/24/2021 6:52:35	No	Lynn	Michael	Brittany	Doug	Robert	Michelle	Gordon	Marcus	Susan	Marianne	Patrick
1/24/2021 6:52:51	No	Sarah	David	Jessica	Rick	Robert	Helen	Jason	Eric	Susan	Marianne	Jason
1/24/2021 6:53:22	No	Evelyn	David	Caitlyn	Rick	Patrick	Helen	Richard	Marcus	Gillian	Monica	Seth
1/24/2021 6:53:24	No	Evelyn	Michael	Caitlyn	Rick	Robert	Michelle	Jason	Marcus	Susan	Marianne	Joshua
1/24/2021 6:53:52	No	Sarah	David	Jessica	Kajim	Robert	Michelle	Richard	Marcus	Harriet	Margaret	Jeremy
1/24/2021 6:54:29	Yes	Carrie	Enrique	Brittany	Michael	Ilgar	Michelle	Joey	James	Susan	Margaret	Chad 
1/24/2021 6:54:53	Yes	Lynn	David	Caitlyn	Doug	Patrick	Michelle	Gordon	James	Susan	Margaret	Devin
1/24/2021 6:55:12	No	Carrie	Michael	Brittany	Doug	John	Sandy	Gordon	James	Harriet	Margaret	
1/24/2021 6:55:23	No	Evelyn	Enrique	Brittany	Rick	John	Michelle	Joey	Marcus	Susan	Monica	Lloyd
1/24/2021 6:56:35	No	Lynn	Enrique	Jessica	Doug	Patrick	Michelle	Gordon	James	Susan	Marianne	Isaac
1/24/2021 6:56:40	No	Jennifer	David	Brittany	Doug	Robert	Helen	Richard	Marcus	Susan	Marianne	Phil
1/24/2021 6:57:06	Yes	Evelyn	Michael	Jessica	Doug	Patrick	Hannah	Peter	James	Susan	Margaret	Eric
1/24/2021 6:58:11	Yes	Lynn	David	Caitlyn	Michael	John	Michelle	Richard	James	Susan	Marianne	Jayson
1/24/2021 6:58:26	No	Carrie	David	Linda	Michael	Robert	Helen	Gordon	Marcus	Susan	Margaret	Edward
1/24/2021 6:59:11	No	Jennifer	Keith	Caitlyn	Michael	Patrick	Helen	Peter	Eric	Susan	Megan	parker
1/24/2021 6:59:23	Yes	Evelyn	David	Caitlyn	Rick	Robert	Mindy	Gordon	James	Susan	Monica	Adam
1/24/2021 6:59:23	No	Lynn	Enrique	Brittany	Doug	John	Helen	Gordon	Marcus	Susan	Margaret	Jack
1/24/2021 6:59:53	Yes	Evelyn	Michael	Caitlyn	Rick	Patrick	Michelle	Jason	Marcus	Susan	Marianne	Jake
1/24/2021 7:01:43	No	Sarah	Michael	Linda	Doug	Ilgar	Michelle	Peter	James	Claire	Marianne	Joe
1/24/2021 7:02:05	No	Lynn	David	Jessica	Doug	Patrick	Hannah	Jason	Marcus	Susan	Marianne	Benjamin
1/24/2021 7:02:09	No	Sarah	David	Caitlyn	Rick	Ilgar	Helen	Jason	Eric	Susan	Marianne	Andrew
1/24/2021 7:02:12	No	Sarah	David	Brittany	Michael	Patrick	Mindy	Richard	Marcus	Susan	Megan	Alan
1/24/2021 7:02:24	Yes	Carrie	David	Caitlyn	Doug	Ilgar	Michelle	Peter	Marcus	Harriet	Margaret	Evan Johannsen
1/24/2021 7:04:40	Yes	Sarah	Enrique	Brittany	Rick	John	Michelle	Gordon	Eric	Susan	Margaret	
1/24/2021 7:05:43	Yes	Sarah	Enrique	Brittany	Doug	Robert	Michelle	Gordon	Eric	Susan	Marianne	Spencer
1/24/2021 7:06:24	Yes	Sarah	Michael	Jessica	Michael	Patrick	Mindy	Peter	Seth	Susan	Hayley	You?
1/24/2021 7:07:40	No	Carrie	Michael	Jessica	Rick	Robert	Mindy	Richard	Marcus	Susan	Margaret	jim
1/24/2021 7:09:38	No	Sarah	Michael	Brittany	Rick	Robert	Michelle	Peter	James	Susan	Margaret	
1/24/2021 7:10:35	No	Sarah	David	Brittany	Rick	John	Michelle	Gordon	James	Susan	Margaret	Lachlan
1/24/2021 7:12:38	No	Sarah	Keith	Jessica	Doug	Ilgar	Mindy	Peter	Marcus	Savannah	Monica	Ruprecht
1/24/2021 7:13:31	No	Sarah	David	Linda	Rick	Ilgar	Michelle	Gordon	Eric	Harriet	Marianne	Seth
1/24/2021 7:13:36	Yes	Lynn	Jack	Brittany	Rick	Robert	Michelle	Peter	Marcus	Harriet	Margaret	Britt
1/24/2021 7:13:53	No	Sarah	David	Caitlyn	Michael	Patrick	Helen	Peter	Marcus	Savannah	Megan	Dennis
1/24/2021 7:14:36	No	Sarah	Keith	Brittany	Rick	John	Helen	Peter	Marcus	Susan	Marianne	Dylan
1/24/2021 7:14:37	No	Evelyn	David	Linda	Michael	John	Michelle	Gordon	Marcus	Susan	Marianne	Jason
1/24/2021 7:15:24	No	Lynn	Enrique	Brittany	Doug	Robert	Michelle	Peter	Eric	Susan	Margaret	
1/24/2021 7:15:38	No	Sarah	Keith	Jessica	Michael	Robert	Hannah	Richard	Marcus	Susan	Marianne	
1/24/2021 7:15:52	No	Sarah	Michael	Brittany	Doug	Patrick	Michelle	Peter	Marcus	Harriet	Margaret	Adam
1/24/2021 7:16:17	Yes	Evelyn	David	Linda	Doug	Patrick	Michelle	Richard	James	Susan	Marianne	Todd
1/24/2021 7:16:42	No	Carrie	David	Jessica	Rick	Robert	Mindy	Gordon	Seth	Harriet	Marianne	John
1/24/2021 7:17:08	No	Sarah	Enrique	Jessica	Doug	Robert	Michelle	Gordon	Marcus	Harriet	Marianne	Kevin
1/24/2021 7:19:15	No	Carrie	Michael	Brittany	Michael	Patrick	Michelle	Peter	James	Susan	Monica	Jacob
1/24/2021 7:20:04	No	Lynn	Keith	Jessica	Michael	John	Mindy	Joey	Jim	Susan	Margaret	Jozef
1/24/2021 7:21:00	No	Lynn	Keith	Brittany	Michael	John	Michelle	Peter	Marcus	Susan	Margaret	Jason
1/24/2021 7:21:27	No	Lynn	David	Caitlyn	Michael	Patrick	Michelle	Peter	Marcus	Susan	Margaret	Joel
1/24/2021 7:21:38	No	Carrie	Michael	Caitlyn	Doug	John	Mindy	Gordon	Marcus	Susan	Monica	Chad
1/24/2021 7:21:49	No	Sarah	Enrique	Brittany	Doug	John	Mindy	Peter	Marcus	Susan	Margaret	Jonathan 
1/24/2021 7:22:01	No	Evelyn	David	Brittany	Rick	John	Michelle	Joey	Marcus	Harriet	Monica	Harry
1/24/2021 7:22:07	No	Evelyn	David	Caitlyn	Doug	Patrick	Michelle	Richard	Marcus	Gillian	Margaret	Simon
1/24/2021 7:22:22	No	Lynn	David	Brittany	Michael	Robert	Michelle	Gordon	Marcus	Susan	Megan	
1/24/2021 7:22:24	No	Lynn	Keith	Caitlyn	Doug	Robert	Hannah	Gordon	Marcus	Claire	Margaret	Jack
1/24/2021 7:22:28	Yes	Sarah	David	Jessica	Doug	John	Michelle	Gordon	Marcus	Claire	Megan	Tyler
1/24/2021 7:22:37	No	Sarah	Michael	Brittany	Doug	Robert	Sandy	Richard	Marcus	Susan	Megan	Ricardo
1/24/2021 7:22:41	No	Carrie	David	Brittany	Michael	Robert	Mindy	Richard	Marcus	Susan	Margaret	Jake
1/24/2021 7:23:43	Yes	Lynn	David	Mary	Doug	Patrick	Helen	Gordon	Eric	Susan	Marianne	Keith
1/24/2021 7:25:09	Yes	Carrie	Michael	Jessica	Rick	Robert	Helen	Peter	Marcus	Harriet	Margaret	Jordan
1/24/2021 7:28:14	No	Carrie	Enrique	Brittany	Rick	Patrick	Michelle	Richard	Marcus	Susan	Marianne	This is you, Mark
1/24/2021 7:28:38	No	Lynn	David	Brittany	Michael	Robert	Helen	Gordon	Eric	Susan	Margaret	Shayna Baszler
1/24/2021 7:28:53	No	Evelyn	Jack	Brittany	Michael	Patrick	Michelle	Gordon	Marcus	Susan	Marianne	Braxton 
1/24/2021 7:29:31	No	Lynn	Michael	Brittany	Michael	John	Michelle	Peter	James	Susan	Margaret	Matthew
1/24/2021 7:30:34	No	Carrie	David	Brittany	Michael	Robert	Michelle	Peter	Eric	Susan	Marianne	Kyle
1/24/2021 7:32:10	No	Evelyn	David	Caitlyn	Michael	John	Michelle	Peter	Eric	Harriet	Marianne	Carlos
1/24/2021 7:32:36	Yes	Carrie	David	Jessica	Doug	Robert	Michelle	Gordon	Eric	Susan	Margaret	Caleb Hines
1/24/2021 7:33:40	Yes	Jennifer	Enrique	Caitlyn	Michael	Robert	Michelle	Richard	Eric	Claire	Marianne	Gaylord
1/24/2021 7:34:38	No	Jennifer	Enrique	Caitlyn	Michael	John	Michelle	Peter	Eric	Gillian	Margaret	Adam
1/24/2021 7:34:42	No	Sarah	David	Brittany	Rick	Robert	Sandy	Gordon	Eric	Gillian	Marianne	
1/24/2021 7:34:59	No	Jennifer	David	Caitlyn	Doug	Robert	Helen	Gordon	Marcus	Susan	Margaret	Gordon
1/24/2021 7:35:49	No	Carrie	David	Brittany	Michael	John	Michelle	Peter	James	Susan	Marianne	Finnegan
1/24/2021 7:36:24	Yes	Carrie	Enrique	Caitlyn	Reiner	Ilgar	Mindy	Gordon	Marcus	Gillian	Marianne	Tumor
1/24/2021 7:37:12	No	Jennifer	Michael	Jessica	Michael	John	Michelle	Richard	Marcus	Susan	Margaret	Chad
1/24/2021 7:38:31	Yes	Sarah	Michael	Brittany	Doug	Robert	Michelle	Peter	Marcus	Susan	Margaret	Alec 
1/24/2021 7:39:05	Yes	Sarah	Enrique	Jessica	Rick	Ilgar	Helen	Peter	Marcus	Susan	Marianne	Red guy
1/24/2021 7:39:56	No	Carrie	Michael	Jessica	Rick	John	Sandy	Gordon	Seth	Susan	Margaret	Connor
1/24/2021 7:40:19	Yes	Carrie	Enrique	Jessica	Doug	Robert	Michelle	Gordon	Marcus	Harriet	Margaret	Ricky
1/24/2021 7:40:40	No	Sarah	Jack	Jessica	Doug	Robert	Michelle	Peter	Marcus	Susan	Margaret	Thomas
1/24/2021 7:41:45	Yes	Lynn	David	Brittany	Rick	Ilgar	Michelle	Jason	Marcus	Susan	Margaret	Florian
1/24/2021 7:42:01	No	Sarah	Enrique	Caitlyn	Doug	Patrick	Michelle	Gordon	Eric	Susan	Margaret	Seth
1/24/2021 7:42:31	No	Carrie	Enrique	Caitlyn	Rick	Ilgar	Michelle	Richard	Seth	Susan	Marianne	sherman
1/24/2021 7:42:39	Yes	Sarah	Enrique	Brittany	Reiner	Robert	Michelle	Peter	Eric	Susan	Margaret	Logan
1/24/2021 7:42:46	No	Lynn	David	Caitlyn	Doug	John	Michelle	Peter	Marcus	Susan	Marianne	Jack
1/24/2021 7:43:10	No	Evelyn	David	Brittany	Michael	Patrick	Michelle	Richard	James	Susan	Margaret	Jackson or Brandon
1/24/2021 7:43:41	Yes	Lynn	Enrique	Brittany	Doug	Robert	Hannah	Richard	Seth	Susan	Margaret	
1/24/2021 7:44:11	No	Evelyn	Michael	Brittany	Doug	Robert	Michelle	Richard	Seth	Gillian	Marianne	Sean
1/24/2021 7:44:31	No	Jennifer	David	Caitlyn	Doug	Robert	Mindy	Gordon	Marcus	Harriet	Margaret	
1/24/2021 7:45:16	No	Carrie	David	Caitlyn	Reiner	Patrick	Helen	Gordon	Seth	Susan	Marianne	Brendan
1/24/2021 7:45:26	Yes	Sarah	David	Jessica	Rick	Robert	Mindy	Jason	Eric	Gillian	Megan	max
1/24/2021 7:45:48	No	Sarah	Michael	Brittany	Michael	John	Michelle	Gordon	James	Gillian	Margaret	Rufus
1/24/2021 7:46:12	Yes	Jennifer	Michael	Brittany	Rick	Robert	Michelle	Peter	Jim	Claire	Margaret	Steve
1/24/2021 7:46:29	No	Jennifer	Enrique	Brittany	Michael	John	Michelle	Richard	Eric	Susan	Margaret	Thomas
1/24/2021 7:47:03	Yes	Evelyn	Enrique	Brittany	Michael	Patrick	Hannah	Peter	Seth	Harriet	Margaret	Ben
1/24/2021 7:48:19	No	Evelyn	Michael	Brittany	Doug	Ilgar	Michelle	Gordon	Marcus	Gillian	Margaret	Kyle
1/24/2021 7:49:03	No	Carrie	Jack	Brittany	Michael	Robert	Michelle	Richard	James	Susan	Marianne	
1/24/2021 7:49:08	No	Jennifer	David	Caitlyn	Rick	Patrick	Sandy	Gordon	Eric	Susan	Margaret	Sean 
1/24/2021 7:49:24	No	Evelyn	Michael	Brittany	Doug	Bob	Helen	Joey	Seth	Gillian	Margaret	X Æ 12 ẞ
1/24/2021 7:49:33	No	Carrie	Enrique	Mary	Doug	John	Mindy	Richard	Eric	Susan	Monica	Jack
1/24/2021 7:49:49	No	Evelyn	Michael	Brittany	Doug	John	Michelle	Gordon	Eric	Susan	Margaret	Jacob
1/24/2021 7:50:20	No	Evelyn	Michael	Brittany	Reiner	Robert	Michelle	Peter	Eric	Gillian	Marianne	Braden
1/24/2021 7:51:04	No	Carrie	Keith	Jessica	Rick	Patrick	Michelle	Peter	Marcus	Susan	Marianne	
1/24/2021 7:51:39	Yes	Sarah	Michael	Brittany	Doug	Robert	Michelle	Gordon	Marcus	Susan	Marianne	Brad
1/24/2021 7:53:00	Yes	Sarah	Keith	Jessica	Michael	Robert	Helen	Richard	Marcus	Susan	Margaret	Not sure
1/24/2021 7:53:25	No	Sarah	David	Caitlyn	Michael	Robert	Michelle	Peter	Marcus	Claire	Monica	Lucas
1/24/2021 7:54:00	No	Sarah	David	Jessica	Rick	John	Michelle	Richard	Marcus	Susan	Marianne	Jeremy
1/24/2021 7:54:04	No	Evelyn	David	Jessica	Rick	Ilgar	Hannah	Joey	Eric	Savannah	Megan	No clue.
1/24/2021 7:54:40	No	Sarah	Enrique	Brittany	Michael	Patrick	Michelle	Richard	James	Gillian	Margaret	James
1/24/2021 7:55:06	No	Evelyn	David	Caitlyn	Rick	Robert	Mindy	Peter	Marcus	Susan	Margaret	michael
1/24/2021 7:55:57	No	Carrie	Michael	Jessica	Michael	John	Michelle	Peter	Jim	Susan	Marianne	Terry
1/24/2021 7:56:49	No	Carrie	Michael	Jessica	Doug	Robert	Michelle	Peter	Marcus	Susan	Margaret	
1/24/2021 7:57:32	No	Lynn	Keith	Jessica	Michael	Bob	Helen	Richard	Eric	Susan	Margaret	Chad
1/24/2021 7:58:04	No	Sarah	David	Brittany	Rick	Patrick	Michelle	Gordon	Marcus	Susan	Marianne	Ben
1/24/2021 7:58:28	No	Jennifer	Keith	Caitlyn	Doug	Patrick	Mindy	Richard	Eric	Susan	Margaret	craig
1/24/2021 7:58:29	No	Evelyn	Jack	Jessica	Rick	Patrick	Michelle	Peter	James	Susan	Margaret	Brad
1/24/2021 7:58:40	No	Sarah	Enrique	Brittany	Michael	Patrick	Mindy	Richard	Marcus	Gillian	Marianne	Collin
1/24/2021 7:59:02	No	Carrie	Enrique	Jessica	Michael	Patrick	Michelle	Gordon	James	Susan	Monica	Greg
1/24/2021 7:59:03	No	Evelyn	David	Brittany	Doug	Patrick	Hannah	Gordon	Eric	Harriet	Marianne	Jared 
1/24/2021 7:59:08	No	Sarah	Michael	Mary	Doug	John	Mindy	Gordon	Marcus	Harriet	Margaret	Tim
1/24/2021 7:59:12	No	Sarah	Michael	Jessica	Michael	Patrick	Michelle	Gordon	Marcus	Susan	Margaret	Nick
1/24/2021 7:59:50	Yes	Carrie	Jack	Brittany	Rick	Patrick	Hannah	Gordon	Eric	Harriet	Marianne	Marcus
1/24/2021 8:00:17	No	Sarah	Michael	Jessica	Rick	John	Mindy	Jason	Marcus	Susan	Marianne	
1/24/2021 8:02:10	No	Lynn	Michael	Brittany	Rick	Patrick	Mindy	Peter	Eric	Claire	Margaret	Atheon
1/24/2021 8:02:24	No	Jennifer	Keith	Brittany	Doug	Robert	Sandy	Jason	Eric	Susan	Margaret	Todd
1/24/2021 8:02:48	No	Carrie	David	Jessica	Michael	Robert	Michelle	Peter	Seth	Susan	Margaret	
1/24/2021 8:04:16	No	Carrie	David	Jessica	Doug	Patrick	Michelle	Peter	Marcus	Susan	Marianne	Rick
1/24/2021 8:04:34	No	Evelyn	David	Jessica	Kajim	Robert	Michelle	Peter	James	Susan	Marianne	
1/24/2021 8:06:23	Yes	Sarah	David	Jessica	Michael	Robert	Mindy	Gordon	Marcus	Susan	Margaret	Carl
1/24/2021 8:08:32	No	Lynn	Michael	Jessica	Doug	Robert	Mindy	Peter	Jim	Claire	Marianne	Randy
1/24/2021 8:08:54	No	Carrie	Enrique	Jessica	Doug	Robert	Sandy	Gordon	Marcus	Susan	Margaret	Ben
1/24/2021 8:10:18	No	Carrie	Enrique	Brittany	Rick	John	Mindy	Gordon	Marcus	Gillian	Monica	Robert
1/24/2021 8:10:38	Yes	Sarah	David	Brittany	Doug	Patrick	Hannah	Richard	Marcus	Susan	Marianne	Brad
1/24/2021 8:10:42	No	Sarah	David	Caitlyn	Reiner	Robert	Michelle	Peter	James	Susan	Marianne	
1/24/2021 8:12:03	Yes	Carrie	Michael	Jessica	Doug	Patrick	Michelle	Gordon	Eric	Susan	Marianne	Garrett
1/24/2021 8:12:05	No	Sarah	David	Caitlyn	Doug	Robert	Helen	Gordon	James	Susan	Marianne	Harry
1/24/2021 8:12:55	No	Carrie	Enrique	Linda	Rick	Patrick	Mindy	Jason	Marcus	Harriet	Margaret	Seth
1/24/2021 8:13:32	No	Carrie	Michael	Brittany	Rick	Robert	Michelle	Richard	Marcus	Susan	Margaret	
1/24/2021 8:13:33	No	Carrie	David	Caitlyn	Doug	Robert	Helen	Peter	Marcus	Harriet	Marianne	Ben
1/24/2021 8:14:08	No	Carrie	David	Caitlyn	Doug	Robert	Helen	Peter	Marcus	Harriet	Marianne	Ben
1/24/2021 8:14:23	No	Lynn	David	Caitlyn	Kajim	Patrick	Michelle	Gordon	James	Susan	Monica	Manuel
1/24/2021 8:14:36	No	Sarah	Michael	Brittany	Michael	Patrick	Helen	Gordon	Marcus	Susan	Margaret	Kevin
1/24/2021 8:14:46	No	Sarah	Michael	Brittany	Rick	Robert	Michelle	Gordon	Marcus	Susan	Margaret	
1/24/2021 8:14:52	No	Sarah	Michael	Jessica	Michael	Patrick	Michelle	Peter	James	Harriet	Marianne	Andrew
1/24/2021 8:15:18	No	Sarah	Michael	Caitlyn	Doug	John	Michelle	Peter	James	Susan	Monica	Andrew
1/24/2021 8:15:24	No	Carrie	David	Caitlyn	Rick	Ilgar	Michelle	Peter	Marcus	Gillian	Marianne	
1/24/2021 8:17:20	No	Evelyn	Enrique	Jessica	Reiner	Patrick	Michelle	Jason	Marcus	Susan	Marianne	OP!
1/24/2021 8:17:30	Yes	Jennifer	Michael	Brittany	Doug	Robert	Sandy	Joey	James	Susan	Megan	me
1/24/2021 8:18:20	Yes	Evelyn	Keith	Caitlyn	Rick	Robert	Michelle	Gordon	Eric	Gillian	Monica	Kyle
1/24/2021 8:18:36	No	Sarah	Keith	Jessica	Doug	Patrick	Michelle	Peter	Eric	Gillian	Margaret	Kyle
1/24/2021 8:18:51	No	Sarah	David	Brittany	Rick	Robert	Michelle	Gordon	Marcus	Susan	Marianne	Booger
1/24/2021 8:19:15	No	Carrie	David	Brittany	Doug	John	Helen	Joey	Eric	Gillian	Marianne	Chase
1/24/2021 8:19:46	Yes	Sarah	David	Caitlyn	Doug	Robert	Helen	Gordon	Marcus	Gillian	Marianne	Justin
1/24/2021 8:20:32	No	Carrie	Jack	Jessica	Doug	Ilgar	Helen	Jason	Marcus	Susan	Marianne	Austin
1/24/2021 8:21:04	No	Sarah	David	Brittany	Rick	Ilgar	Michelle	Peter	Eric	Susan	Margaret	Josh
1/24/2021 8:22:05	No	Sarah	Enrique	Brittany	Doug	Robert	Michelle	Peter	Eric	Harriet	Margaret	Derrick
1/24/2021 8:23:42	Yes	Jennifer	Michael	Caitlyn	Doug	Robert	Michelle	Gordon	Marcus	Harriet	Margaret	Ryan
1/24/2021 8:25:25	No	Lynn	Michael	Caitlyn	Kajim	Ilgar	Sandy	Richard	Marcus	Susan	Marianne	Chris
1/24/2021 8:25:43	Yes	Sarah	Michael	Brittany	Doug	John	Mindy	Richard	Marcus	Susan	Marianne	Aaron
1/24/2021 8:25:44	Yes	Evelyn	David	Brittany	Doug	Patrick	Michelle	Gordon	James	Susan	Margaret	Jason
1/24/2021 8:25:51	Yes	Sarah	Michael	Brittany	Doug	John	Mindy	Richard	Marcus	Susan	Marianne	Aaron
1/24/2021 8:26:48	No	Evelyn	Michael	Caitlyn	Doug	Patrick	Michelle	Gordon	Marcus	Harriet	Marianne	Doug
1/24/2021 8:26:49	No	Carrie	David	Caitlyn	Rick	Patrick	Michelle	Peter	Marcus	Susan	Marianne	Jordan
1/24/2021 8:26:59	No	Sarah	Michael	Caitlyn	Doug	Robert	Mindy	Gordon	Marcus	Harriet	Margaret	Keith
1/24/2021 8:27:03	No	Sarah	Michael	Caitlyn	Reiner	Patrick	Michelle	Peter	Marcus	Susan	Margaret	Jonathan
1/24/2021 8:27:27	No	Sarah	Michael	Jessica	Rick	Robert	Michelle	Peter	Marcus	Harriet	Marianne	Sean
1/24/2021 8:27:35	No	Lynn	David	Mary	Rick	John	Michelle	Jason	James	Savannah	Marianne	
1/24/2021 8:28:45	No	Sarah	Keith	Linda	Michael	Ilgar	Michelle	Peter	Marcus	Gillian	Margaret	Luke
1/24/2021 8:28:53	Yes	Lynn	David	Jessica	Doug	Patrick	Michelle	Richard	Eric	Susan	Monica	Frank Notting
1/24/2021 8:29:28	No	Sarah	Michael	Brittany	Doug	Patrick	Michelle	Gordon	Marcus	Susan	Marianne	Seth
1/24/2021 8:29:48	No	Sarah	David	Brittany	Michael	Robert	Mindy	Peter	Marcus	Harriet	Margaret	Sean
1/24/2021 8:29:53	Yes	Jennifer	Enrique	Linda	Doug	John	Helen	Joey	Marcus	Claire	Marianne	Joe
1/24/2021 8:30:29	No	Evelyn	Michael	Jessica	Michael	Patrick	Sandy	Peter	Marcus	Susan	Margaret	Jake
1/24/2021 8:31:17	No	Sarah	Keith	Caitlyn	Rick	Robert	Hannah	Gordon	Seth	Gillian	Marianne	Chase
1/24/2021 8:31:59	No	Jennifer	David	Jessica	Michael	John	Helen	Peter	James	Susan	Margaret	Roger
1/24/2021 8:33:08	No	Carrie	David	Jessica	Reiner	John	Michelle	Richard	Marcus	Gillian	Margaret	???
1/24/2021 8:33:47	No	Evelyn	Enrique	Brittany	Rick	John	Michelle	Richard	James	Susan	Margaret	Josh
1/24/2021 8:34:56	No	Jennifer	Enrique	Caitlyn	Rick	Patrick	Michelle	Jason	James	Gillian	Monica	Brian
1/24/2021 8:35:39	Yes	Evelyn	Michael	Jessica	Doug	Robert	Michelle	Gordon	Seth	Susan	Margaret	Richard
1/24/2021 8:35:50	No	Lynn	David	Caitlyn	Michael	John	Michelle	Richard	Eric	Susan	Marianne	Brody
1/24/2021 8:37:57	No	Lynn	David	Brittany	Michael	John	Mindy	Peter	James	Susan	Margaret	
1/24/2021 8:38:00	No	Carrie	Michael	Brittany	Rick	Patrick	Michelle	Peter	Eric	Susan	Marianne	Chris
1/24/2021 8:38:20	No	Lynn	Michael	Brittany	Rick	Patrick	Michelle	Peter	Marcus	Susan	Margaret	Steven
1/24/2021 8:38:32	No	Evelyn	David	Brittany	Rick	John	Helen	Richard	Jim	Susan	Marianne	Dan
