Timestamp	Face 1	Face 2	Face 3	Face 4	Face 5	Face 6	Face 7	Face 8	Face 9	Face 10	What is the better name for the shape on the left?	Who dis?	Best name for an evil kid?
1/23/2021 19:42:13	Dave	Dave	Dave	Dave	Dave	Dave	Dave	Dave	Dave	Dave	Takete	Dave	Dave
1/23/2021 19:42:20	Emily 	Mike	Elisa	Burt	Aaron	Maria			Betty	Susan	Takete	Shraggy	Zin
1/23/2021 19:42:34	Aimee	Dan	Sophie	Richard 	Steve	Momo 	Eric	Rezaul	Sonia	Greta	Takete	Sean	Sid
1/23/2021 19:42:39	Katie	Mikhail 	Shannon	Laurence	David	Jennifer	Mike	Rafael	Kathleen	Cherie	Takete	Thunderdome McQueef	Sid
1/23/2021 19:42:57	Eloise	Michaél	Jessica	Paul	Anthony	Christine 	Andy	Conrad	Joan	Helen	Takete	Chad	Ivan
1/23/2021 19:43:02	Alice		Jemma	Will	Jared	Sandra	Joseph	Cam	Patty	Julia	Takete		
1/23/2021 19:43:30	Grace	Andre 	Maria	Todd	Steve 	Linda	Henry 	Kevin	Linda	Sofia	Takete	Post Malone 	Damien, obviously 
1/23/2021 19:44:20	Emily	Raul	Brittany 	Thomad	Peter	Angela	Jim	Carson	Beth	Katherine	Takete		Greg
1/23/2021 19:44:28	Lucy	Peter	Kathy	Michael	Paul	Linda	Mark	Diego	Miriam 	Judith	Takete	Tyler	Louis
1/23/2021 19:44:31	Emily	Mike	Britney	Mark	Adam	Elizabeth	Keith	Scott	Karen	Stacey 	Takete	Lloyd	Sanchez
1/23/2021 19:44:51	Jessica	Maxwell	Harriet	David	Peter	Amanda	Jack	Sadiq	Janet	Mary	Takete	Logan	Eli
1/23/2021 19:45:11	Hayley	Dan	Christina	John	Peter	Sandra	Richard 		Betty	Susan	Takete		
1/23/2021 19:46:49	Annie	Robert	Charlie	John	Jason	Karen	Rob	Willie	Laura	Rachel	Takete	Seth Cohen	Taylor 
1/23/2021 19:47:12	Matilda	David	Kelsey 	John	Harry	Tiffany 	Albert	Hugh	Barbara 	Laurie 	Takete	Louie 	Geoffrey 
1/23/2021 19:47:47	Stephanie	Jacob	Kate	Simon	John	Miguel 	Simon		Beth	Kaitlyn	Takete	Boseman	Jake
1/23/2021 19:47:54	Isabelle	Damien	Sarah	Michael 	Anthony	Linda	Jake	Roman	Leanne	Margaret 	Takete	Duane	Mike
1/23/2021 19:48:18	Hannah	Alberto	Mariam	Ed	Simon	Helen	Mike	James	Doris	Leslie	Takete	Jake	Jason
1/23/2021 19:48:57	Anna	Jake	Stephanie	Josh	Alan	Jessica	Frank	Joe	Elsie	Jane	Takete	Ted	Dylan
1/23/2021 19:49:16	Lucy	Ash	Katie	David	Pierre	Robin	Mike	Musa	Linda	Erica	Takete	Jason	Damien
1/23/2021 19:49:34	June	Tarik	Noemi	Tom	Chris	Karina	Ed	Jorge	Ulrike	Andrea	Takete	DJ	Kevin
1/23/2021 19:50:07	Suzie	Mike	Sarah	Harold?	Jason	Cheyanne 	Cooper	Tim	Gertrude	Sam	Maluma	Logan paul!	little bobby
1/23/2021 19:51:48	kate	tim	ashley	mike	will	beverley	kit	adam	marjorie	dorothy	Takete	jake	kyle
1/23/2021 19:53:12	Katie	Tom	Pauline	Maxwell	Robert	Aisha	Sam	Lennox	Augusta	Mary Anne	Takete	Bald Shaggy	Malcom
1/23/2021 19:53:18	Emma	Micheal 	Kimberly	Chris	Craig	Ashley	James	Robert	Julia	Marissa	Takete	That 50 year old sober dude that goes absolutely berserk in the middle of the dance floor at every club	Andrew
1/23/2021 19:53:41	Elin	Ricardo	Sonya	Paolo	Thomas	she looks south east asian i don't know how people are called there	Hendrik	Rashid	Gisela	Margaret (Thatcher : )	Takete	whatever australian surfer dudes are called	Gregory
1/23/2021 19:53:56	Madelyn	Tony	Renee	Gary	Mark	Emily	Crusty	Eli	Deborah	Arlene	Takete	lil sleep	Gunther
1/23/2021 19:54:48	Lily	Michael	Melissa	Drew	Jack	Kim	Felix	Arjun	Linda	Elizabeth	Takete	Jackson	Cthulhu
1/23/2021 19:54:49	Annabelle	Tobin	Katrina	Steven	Don	Michelle	Gordon	James	Susan	Jane	Takete		
1/23/2021 19:55:25	Emily	Oscar	Karen	Joe	Pete	Sasha	Eric	Bob	Lily	Mathilda	Takete		
1/23/2021 19:56:10	Emily 	Keven	Scarlet 	Josh	John	Amy	Steve 			Amelia	Maluma	Derek	
1/23/2021 19:56:21	Emma	Sal	Kimberly 	Paul	Thomas	Rebecca	Fred	Brock	Marjorie 	Denise	Takete	Stan	Alex
1/23/2021 19:56:30	Alice	Antonio	Marie	Tom	Stephen	Lucy	Johan	Michael	Ruth	Margaret	Takete		Dylan
1/23/2021 19:57:01	Aimee	Derek 	Amanda	Chuck	David	Linda 	Gary	Robert 	Mary	Lindsey 	Takete	Mr. McCloud III	Hunter
1/23/2021 19:57:28													
1/23/2021 19:57:58	Charlotte	Mark	Linda	Bruce	Geoff	Lei	Dusty	Mohammad	Louise	Karen	Takete	Brad	Kyle
1/23/2021 19:58:09	Jane 	Marcus	Brianna	Tom	Leonard	Mary-Ann	Tim	Marco	Elizabeth 	Janet	Takete	Jonathon 	Gerald
1/23/2021 19:58:11	Alex	Philip	Sandra	Mike	Jacque	Melissa	Jack	Robberto	Janet	Janine	Takete	Johnny	Palermo
1/23/2021 19:58:36	Janie	Octavius 	Ivanka 	Mark 	Damien	Michelle 	Herman 	Noel 	Dolores 	Aggie 	Takete	Logan Paul 	Neville 
1/23/2021 19:59:29	Claudia	Mitchell	Amber	Ted	Josh	Lisa	George	Luis	Sybil	Suzanne	Equally fitting	Goby Z	Mustard
1/23/2021 19:59:48	Sarah	Michael	Ashley	Dave	Kevin	Sasha	Greg	Rob	Gladys 	Gina	Takete	Steve	Damien 
1/23/2021 20:00:00	Julia	Derrick	Martha	Rob	Brad	Kimi	Gordan	Hank	Cynthia	Mary	Takete	Franklin	Norman
1/23/2021 20:00:10	Carol	Ben	Alyssa 	Josh	Mark	Nikki	Josh	Trevor	Mary 	Karen	Takete		
1/23/2021 20:00:26	Maggie	Jud	Bridget	Mark	Winston	Kim	Nicolas	Tony	Imogen	Martha	Takete	Gratiot	Simon
1/23/2021 20:00:35	Elena	Mark	Julia	Norman	Philip	Jenny	Marc	Rodger	Elisabeth	Mariah	Takete	Stoner	Timothy
1/23/2021 20:00:59	Sharon	Brian	Gul‘raag, destroyer of worlds, the ancient calamity	George	Phillip	Michelle	Lewis	Amar	Kathrin	Michelle	Equally fitting	Ecstasy Johnny	Jim
1/23/2021 20:01:02	Beth 	Gianni 	Brittany	Seth	Michael	Jennifer	Todd	Ari 	Edith	Rebecca	Takete	Pwedeepie??	Damien 
1/23/2021 20:01:16	Rachel	Tim	Britt	Raul		Jen	Michael	Paul	Paula	Lisa	Takete	Loose Stool Presidente	Connor
1/23/2021 20:01:54	Nathalie	Jerod	Kimi	Herb	Jason	Marta	Bill	James	Catherine 	Kelly	Equally fitting	Kevin	Dylan
1/23/2021 20:02:32	Charlotte	Dominic	Tori	Tim	Paul	Gwen	Lars	Matteo 	Margaret	Julie	Takete	Greg	Nathan
1/23/2021 20:02:56	Brie	Mike	Sarah	Kevin	Mark	Sue	Tim	James	Susanne	Mary	Takete	Ziff	Foolio
1/23/2021 20:04:29	Lisbeth	Alain	Jessica	Frederick	Sylvester	Alicia	Mark	Andres	Dorothy	Elena	Takete		
1/23/2021 20:06:05	Alice	Andreas	Martina	Richard	Simon	Amy	Keith	Doug	Maria	Justine	Takete	Logan	Lawrence
1/23/2021 20:07:18	Jeanie	Marco	Bethany	Russel		Amanda	Billy	Herman	Carol	Karen	Takete		
1/23/2021 20:07:59	Kelly	Joseph	Rebecca	Thomas	Joe	Stacy	Gordon	Elijah	Maggie	Elizabeth	Takete	You	Also You
1/23/2021 20:08:03	Margaret	Brent	Karen	Trent	Simon	Susan	Ross	Mark	Katherine	Eliza	Takete	Jensen	Antony
1/23/2021 20:08:13	Sarah	Brian	Beth	John	Adam	Lisa	Colin	Steve	Linda	Amanda	Takete	Sid	Aaron
1/23/2021 20:08:17	Samantha 	Ben	Laura 	Kevin	Tim	Kyla 	Kyle	David 	Roberta	Margret	Takete	The dude 	Nathan
1/23/2021 20:09:07	Lisa	Michael 	Ivana	Adam	Peter	Dwayne Johnson	Brian	Guillermo 	Betty	Elizabeth	Takete	Jake Paul	Juan Perez
1/23/2021 20:09:37	Hannah	Emil	Mary	Keith		Kim	Bob		Glenda	Kitty	Takete		
1/23/2021 20:10:42	Sarah	Rico	Kacy	Rick	John	Rachel	Andrew	Matt	Joan	Alice	Takete	Brody	Damian
1/23/2021 20:11:19	Cindy	Michael	Lisa	Robin	Harold	Trudy	Tim	Robert	Brenda	Sandy	Maluma	Bart	Jonathan
1/23/2021 20:12:04	Emily	Joe	Hannah	Mark	Tony		Jim	Van	Cindy	Celeste		Karl	Jimothy
1/23/2021 20:12:10	Alice	Todd	Amy	Bryan	Josh	Lauren	Sam	Harvey	Elaina	Margaret	Takete	Emerson	Michael
1/23/2021 20:13:14	Kaiya	John	Ashlyn	Sean	Gary	Suzanne	Bob	Ramon	Dolores 	Maggie	Takete	Sammy 	Michael
1/23/2021 20:13:27	Abby	Ben	Krysta	Dan	Ben	Camira	Gordon	Ignacio	Alva	Jeanne	Takete	Greg (this guy looks surprisingly like the tall burglar from Home Alone)	Rick
1/23/2021 20:13:33	Katie	Mark	Josephine	Robert	Pete	Laura	Mike	John	Susan	Jamie	Takete	Billy	Zak
1/23/2021 20:13:38	Jennie	Remi	Charlotte	David	Gregory	Sandra	Steven	Damien	Bethany	Carol	Takete	Craig	Sinclair
1/23/2021 20:13:57	Casey	Michael	Britanny	Sal	Owen	Lara	Mack	Richard	Bertha	Agnes	Takete	Bart	Kyle
1/23/2021 20:14:14	Hannah	John	Melania	Ted	Matthew	Jennie	Jason	Kabir	Linda	Carole	Takete		
1/23/2021 20:15:09	Emily	Thomas	Amanda	Robert	Justin	Hannah	Christopher	Allen	Helen	Barbara	Takete	Shitbong	Jack
1/23/2021 20:15:19	Caitlyn	David	Marry	Frank	Lars	Miriam	Detlef	Pete	Gertrude	Margarete	Takete		Mark Zuckerberg
1/23/2021 20:15:29	Genevieve 	Vivek	Kimberly 	Matt	John 	Kate 	Guy	Anvar 	Carol	Marilyn 	Takete		
1/23/2021 20:15:36													
1/23/2021 20:15:49	Shelbie	Aaron	Shannon	Kenneth	John	Sandra	Charles	Eric	Shannon	Katheryn	Takete	Kevin	Blake
1/23/2021 20:16:33	Kaitlyn	Ted	Mackenzie 	Rob	Jarrod	Beverly	Gordon	Mike	Sheena	Theresa	Takete	Post Mackey	Rico Ratliff
1/23/2021 20:16:48	Sophie	Scott	Christine	Todd	Ben	Mia	Brad	Denzel	Beatrice	Elizabeth	Takete		
1/23/2021 20:17:01	Rachael	Seth	Staci	Rob	Andre	Gina	Bobby		Mary Alice	Annmarie	Takete	Steev	Norman
1/23/2021 20:17:13	Hailey 	Khalid 	Betty	Tom	Thomas	Amy	Hugo	Bhavesh	Beredith	Mary	Takete	Steve 'the stone' Johnson 	Ethan
1/23/2021 20:18:36	Chloe	Rob	Zara	Elliot	Edward	Sarah	Toby	Ryan	Shiela 	Susan	Takete	Dude	Stuart
1/23/2021 20:18:48	Sarah	Ali	Jessica	Mark	Peter	Tiffany	Jacob	Jose	Jan	Milena	Takete	Gerald	Paul Denino
1/23/2021 20:18:52	Emily	Jeff	Rebecca	Howard	Derrick	Susan	Frank	Gary	Loretta	Janice	Equally fitting		
1/23/2021 20:18:52	Stephanie	Dave	Michelle	Steve	Paul	Sherry	Brian	Jeff	Marianne	Elisabeth	Takete	Jimmy	Randy
1/23/2021 20:19:58	Cara	Diego	Sabrina	Mark	Adrian	Martine	Greg	Simon	Patricia	Evelyn	Takete	Robert	Joseph
1/23/2021 20:20:18	Hedy 	Mike 	Amanda 	Glen	Peter	Xóchitl 	Ed	Ravi 	Susan	Hilary 	Takete	Bozo 	Wesley 
1/23/2021 20:20:28	Madeline 	Antonio	Maria	Colin	Hunter	Stephanie	Vince	Abas 	Barbara	Judith	Takete	Joe Biden	Buddy
1/23/2021 20:20:35	Eloise Dale	Mario Ferarri	Cassie Overton	Gavin Gray	Ricardo De'Bento	Jenni Yu	Saul Henson	Zadir Mukeet	Bernadette Arscott	Valerie Spelic	Takete	Sam Sam	Damien
1/23/2021 20:20:37	Margaret	Timothy	Rebecca	Andrew	Patrick	Kimberly	Matthew	Dan	Susan	Jane	Maluma	Dj Eliott from Liverpool	Sid
1/23/2021 20:20:38	Anne	Dave	Carrie	Bob	Stephen	Tilda	Shaun	John	Ursula	Sidney	Takete	Danny	Danny
1/23/2021 20:21:40	Michelle	Sam	Tammy	Micheal	Paul	Lindsey	Rick	Dimitri	Helen	Annette	Takete		
1/23/2021 20:21:40	Brindy	Michael	Beth	Doug	Paul	Diana	Chris	Michael	Leanne	Sarah	Takete		Damon
1/23/2021 20:24:18	Emily	Jack	Sharon	Edwin	Tom	Shannon	Jim 	Jacob	Eleanor 	Amy	Takete	Sir McRaps A Lot	Eugene 
1/23/2021 20:24:23	Emma	Aaron	Jenny	James	Chris	Kim	John		Rose	Charlotte	Takete	Oscar	Bruno
1/23/2021 20:24:26	Ally	Noah	Lisa	John	Stephan	Jan	Dave	Carlos	Theresa	Ann	Takete	Grabshmike	Petrevel
1/23/2021 20:24:42	Kate	Steve	Kayla	Hank	Jim	Jayden	Fred	James	Amanda	Francine	Takete	Logan Paul	Terence 
1/23/2021 20:24:43	Hannah	John	Brittney	Daniel	Josh	Erin	Gordon	Alec	Melenie	Carrie	Takete	Josh	Alex
1/23/2021 20:24:57	Catylin 	Antonio 	Karen	Robert	Steve 	Diana	George	José 	Margaret 	Martha	Takete	Logan	Stuart
1/23/2021 20:25:01	Nina		Victoria	Eric	Yair	Kim	Jack	Priyam	Beth	Marina	Takete	Logan	Joffrey
1/23/2021 20:25:48	Emily	Tim	Sandra	Tim	Tim	Sahara	Craig	Mark	Carol	Nancy	Takete	Fred	Kevin
1/23/2021 20:26:02	Sophie	Jim	Kari	Eric	Tom	Sonya	Frank	Adam	Linda	Margaret 	Takete	Tom Hawkins	Elijah
1/23/2021 20:26:05	Sophie	Jim	Kari	Eric	Tom	Sonya	Frank	Adam	Linda	Margaret 	Takete	Tom Hawkins	Elijah
1/23/2021 20:26:07	Jamie	Daniel	Emily	Jonathan	Eric	Margaret	David	James	Susan	Roseanne	Takete		
1/23/2021 20:26:10	Kaley	David	Courtney	Eric	Bill	Melissa	John	Sidney	Nancy	Audrey	Takete	Luke	Evil Steve
1/23/2021 20:26:30	Lucy	Harry	Meagan	Derek	Joe	Marcella	Thomas	Aaron	Debra	Louise	Takete	Rob	Brett
1/23/2021 20:27:34	Ashleigh	Tobias	Jessica	Matthew	Jonathan	Madeleine	Peter	Carlos	Eileen	Kelly	Takete	Kyle	Eric
1/23/2021 20:27:48	beth	sean	linda	jeremy	martin	jessica	tony	madesh	barbara	helen	Takete	jack	maurice
1/23/2021 20:28:38	Nicole	Michael	Cathy	William	Ethan	Marie	Paul	Reginald	Martha	Connie	Takete	Juice Box	Henry
1/23/2021 20:29:21	Lilly	Andrew	Meghan	Tom	Louis	Brenda	Phil	Larry	Barbara	Jen	Takete		
1/23/2021 20:29:38	Amanda	Ronald	Sarah	Mark	John	Lydia	Randy	Bobakanush	Martha	Debbie	Maluma	Davey	Omen
1/23/2021 20:29:47	Annie	Robert	Cindy	David	Brendon	Susan	Richard	David	Carole	Josephine	Takete	Brad	Sam
1/23/2021 20:30:29	Alison	Michael	Chloe	David	Robert	Melissa	Darren	Tod	Meryll	Susan	Takete	Liam	Danton
1/23/2021 20:30:34	Emma	Chris	Hayley	Allen	Mark	Christine	Richard	Michael	Lou-Ann	Jeannette	Takete	toe	xX_69gamerjuice69_Xx
1/23/2021 20:31:00	emily	coby or michael	brennan	stephen	jim	samantha	bill	andy	emma	carol	Maluma	u mama	jackson, will, coby
1/23/2021 20:31:19	Girl	Obama	Hillary Clinton	Chinese	Leo varadkar	Chinese	Pedo	Nigger	Granny	Grandma	Equally fitting	Ur dad	Ching chong rice
1/23/2021 20:31:31	Brianna	Mark	Celine	Ted	Daniel	Jennifer	Keith	Tad	Janice	Sara	Takete	Jason	Kyler
1/23/2021 20:32:17	Jenifer 	Adval	Elizabeth	Paul	Mark	Susanne	Noah	George	Judith	Sienna	Maluma	DJ Piddy	Frank
1/23/2021 20:32:19	Leonie	Bernd	Katrina	Paul	Bernhart the First Archduke of Narnia conquerer of the river peoples	Jess	Robert	Xavier	Margaret	Elizabeth	Takete		
1/23/2021 20:32:30													
1/23/2021 20:32:32	Amanda	Patrick	Lindsay	Richard	Steven	Julia	Robert	Derrick	Linda	Katherine	Takete	Aaron	Jason
1/23/2021 20:32:43	Maia	Carlos	Maggie	John	Grant	Karen	Paul	Ayadaze	Beth	Betty	Takete	Daryl	Marvin 
1/23/2021 20:32:53	Sophia	Trevor	Kaitlyn	Robert	William	Jen	Doug	Thomas	Diane	Judy	Maluma	Two puffs	Malcolm
1/23/2021 20:33:40	Eliza	Nathan	Margaret	John	Donald	Leah	George	Stephan	June	Kathy	Takete	Christopher 	Zeake
1/23/2021 20:33:57	Kacey	Franklin	Lyndsey	Greg	Tom	Chara	Tyler	Maximillian	Sandra	Susan	Takete	Turko	Brendan
1/23/2021 20:34:33	Samantha	Marco	Ashley	Kurt	Michael	Katrina	Jürgen	Rahul	Doris	Sarah	Takete	Sven	Tyler
1/23/2021 20:35:20	Sarah	Danny	Mackenzie	Doug	Coach Stevens	Gwen	Josh	Derek	Stacy	Monica	Equally fitting	DJ Flinthopper	Yosuf
1/23/2021 20:35:22	Alice	Edward	Tama	Andrew	Tim	Lana	Barry	David	Deborah	Lisa	Takete	Jake Paul	Aang
1/23/2021 20:35:41	Emily		Jaime	Roger	James	Ana	Andy		Gwen	Amy	Takete	Roland	Marik
1/23/2021 20:35:44	Sarah	Mark	Rachel	John	Joesph 	Catherine 	Eric	Dan	Susan	Mary	Takete	Jason	Damien
1/23/2021 20:36:19	Elizabeth	Pablo	Susan	John	Tim	Lauren	Gary	Lebron	Edith	Theresa	Takete	Eminem	Julio
1/23/2021 20:36:24	katie	mark	sarah	graham	andrew	lucy	gordon	pete	carol	susanne	Takete	big g	sean
1/23/2021 20:36:34	Mary	Samuel	Linda	George	Juan Carlos	Amy	Gordon	Sergio	Joan	Lisa	Takete	Dave	Donald
1/23/2021 20:36:38	Elizabeth	Tom	Karen lol	Jeff	Emanuel	Bailey	Trevor	Edward	Jane	Margaret	Takete		
1/23/2021 20:37:15	Sarah	David	Candice	Jeffrey	Michael 	Elisabeth	Jerry	Darren	Meredith	Carol	Takete	Zach	Zachary 
1/23/2021 20:38:11	Sarah	Antoni	Michelle	Matthew	Robert	Jessica	Michael	Ian	Carol	Linda	Takete		
1/23/2021 20:38:17	Emily	Mike	Karen	Michael	Sean	Kim	John	Darren	Barbara	Emmy	Takete	Kevin	Ren
1/23/2021 20:39:01	Daya	Andre	Veronica	Marcus	Peter	Sandra	Paul	Domenique	Debora	Maeve	Takete	Derek	Jean
1/23/2021 20:39:14													
1/23/2021 20:39:19	Sarah Beth 	Omar	Shannon	Greg	Josh	Rachel	Alan	Derrick	Patsy	Linda	Takete	Harold	Mike
1/23/2021 20:40:18	Maddy	Brian	Lauren	Gary	Jared	Lucy	Jim 	Aaron	Anne	Belinda	Equally fitting		
1/23/2021 20:40:30	Aimee	Jared 	Kelsey	Brian	Laurence	Joy	Kevin	AJ	Sandra	Marianne	Takete	Dennis	Devon
1/23/2021 20:40:48	Sarah	Alan	Britnee	Tom	Ian	Lucy	Rick	Garrett	Sue	Molly	Takete	Kyle	Sagnit
1/23/2021 20:41:33	Allison	Roberto	Emma	Mark	Howard	Cynthia	Ezekiel	George	Susan	Ronda	Takete	Emmanuel	Seymour
1/23/2021 20:41:36	Morgan	Brian	Tiffany	Tom	Scott	Kim	Bill		Lucy	Karen	Takete	William Stoner	Sam
1/23/2021 20:41:58	Hannah	Joel	Lindsey	Michael	Kevin		Alistair				Takete	Joseph	Eric
1/23/2021 20:42:14	Amanda	Michael	Bri	Mark	Phillip	Michelle	Tom	Bill	Carol	Susan	Takete	Scruffy	Damien
1/23/2021 20:42:47	Melody	Steve	Holly	Brad	Simon	Kylie	Adam	Suresh	Margaret	Elena	Takete	Riley	Trevor
1/23/2021 20:43:14	Josephine	Michael	Rebecca	Marco	Jon	Lisa	Sven	Carlos	Deborah	Susan	Takete	Adam	Timmy
1/23/2021 20:43:30	Natalie	Marcus	Caitlyn	Jonathan	Eric	Dianna	Guilburt 	Kenny	Susan	Wendy	Takete	Richard	Aaron
1/23/2021 20:43:38	Samantha	Fareed	Jessica	Frank	Jared	Anna	Thomas	Darren	Beth	Karen		Kevin	Kyle
1/23/2021 20:44:08	Elizabeth	Antonio	Tiffany	Adam	Scott	Jenny	Robert	Mark	Melinda	Stephanie	Takete	Lil Soggy	Lucian
1/23/2021 20:44:19	Hailey 	Howard	Brooke	Allen	James	Anita	Graham	William	Gladys	Theresa	Takete	Brad	Justin
1/23/2021 20:44:27	Britt	Anthony	Caralynn	Michael	Daniel	Indira	Gordon	Mekai	Susan	Linda	Takete	Dopes McQueen	Sid
1/23/2021 20:44:40	Sarah	Michael	Heather 	John	Elliot	Alison	Paul	Adrian	Barbara	Susan	Equally fitting	Dave	Damien
1/23/2021 20:45:26	Christy	Amir	Becca	Charles	Kevin	Laura	Ben	Chance	Beth	Carol	Takete	Jack	Bodie
1/23/2021 20:47:14	Claire	Justin	Sarah	Mat	Richard	Mary	Jerry	Max	Bertha	Susan	Takete	Jimmy	Travis
1/23/2021 20:47:42	Emily	Anthony 	Megan	Arthur	Paul	Adrianna 	Jeffery 	Michael	Gloria	Helen	Takete	Lawrence	Devin
1/23/2021 20:47:45	Ashley	Andrew	Britney	Jeremy	Kevin	Amy	Brian	Tom	Linda	Mary	Takete	Kenny	Frankie
1/23/2021 20:47:56	Amelia	Joseph	Sandra	Gilbert	Jaques	Lin	Robert	Mark	Deborah	Augusta	Takete	Chad	Damian
1/23/2021 20:47:57	Ashley 	Frank	Sheila 	Matt	Mike 	Janelle 	Steve 	Richard 	Mary	Susan 	Takete	Earl 	Elijah 
1/23/2021 20:48:50	Sarah Louise 	Juan	Katrina	Mark	Anthony	Mary 	Tony	Rico 	Ann	Nora	Equally fitting	Kyle's midlife crisis	Lakota 
1/23/2021 20:49:28	Emily 	George	Rebecca	Thomas	Michael	Jacqueline	Ian	Raj	Marilyn 	Karen	Takete		
1/23/2021 20:49:48	Alice	Donato	Jenna	Richard	Sergio	Lyanna	Bruce	Carlos	Donna	Mariah	Takete	Marlon	Desmond
1/23/2021 20:50:36	marissa	mike	kelly	jake	robert	terri	sam	frank	barbara	teresa	Takete	jimmy	malik
1/23/2021 20:50:37	Amy	Arnold	Chelsea	David	Matt	Kim	Greg	Tom	Anne	Margaret	Takete	Some late 90s/early 2000s rapper currently in court for statutory rape. 	Damien
1/23/2021 20:50:37	Emma	Julian 	Nicole 	David 	Alexander	Mary 	Bob	Julio 	Bertha	Kathy	Takete	Scott	Benjamin
1/23/2021 20:50:38	Emily Evans	Chris Jordan	Brooke Smith	Mark Woodman	Michael Anderson 	Natilee Warner	Bob Rede	Bill Wilson	Susan Winn	Sarah Maxwell	Takete	Mike Holder	Eli Piviot
1/23/2021 20:50:39	Anna	Paolo	Karla	James	Mike	Aya	Pete	Sergio	Maureen	Donna	Takete	Billy	Demitrius
1/23/2021 20:50:51	Harper	John	Brittany	Sean	Eric	Alicia	Steve	Joel	Cynthia	Valerie	Takete	Jordan	Mark
1/23/2021 20:51:17	Hailee	Roger	Caroline	Alex	Joe	Lily	David	Leonard	Grace	Helen	Takete	Ronald	
1/23/2021 20:51:42	Anna	Ricardo	Ashley	Mike	Tony	Shannon	Wes	Mark	Joan	Madison	Takete	Seth	Brandon
1/23/2021 20:51:51	Rosie	Michael	Kirsten	Mike	Andy	Lily	Greg	Tony	Sue	Cathy	Equally fitting	J-Dawg	Seitan 
1/23/2021 20:51:56	ellen	josh	emma	paul	derek	patricia	grant	Demetrius 	mary 	bethany 	Takete	anthony 	aiden 
1/23/2021 20:52:25	samantha	mark	jen	james	paul	kylie	darren	daryl	maurine	margaret	Takete	logan paul at 50	josh
1/23/2021 20:52:37	Mckenzie	Robert	Melissa	Pablo 	Steven	Lily	Matthew	Derrick	Maryanne 	Rita	Takete	Kyle	Brayden
1/23/2021 20:52:48	paige	daniel	britney 	doug	joe	natasha	peter	brian	elizabeth 	margot	Takete	micheal	justin
1/23/2021 20:52:56	Angela	Mark	Denise	Richard	Richard	Ameli	Allen	Joseph	Helen	Sherry	Takete	Jeff	Dominic
1/23/2021 20:53:18	Adeline	Earl	Juniper	Gary	Sean	Mila	Patrick	Jordan	Margaret	Nancy	Takete	Pete	Daxton
1/23/2021 20:53:36	Elis	Mark	Isabel	Richard	Malkolm	Kristine	Oliver	Rahim	Laura	Merlin	Takete	Jack	Richter
1/23/2021 20:53:57	Melanie	Gavin	Sarah	Martin	Joshua	Jesse	Bill	Rasheid	Gloria	Susan	Takete	Rory	Bane
1/23/2021 20:54:17	Lisa	Robert	Jessica	Roger	Charles	Sunnu	Michael	Vishwa	Margaret	Winter	Takete	Bryan	Mort
1/23/2021 20:54:42	Brigitte	Amir	Elisa	Michael	Joris	Melissa	Duncan	Price	Mary	Jenna	Takete		
1/23/2021 20:55:18	Mandie	Arturo	Ashleigh	Steve	James	Leanne	Gordon	Angelo	Susan	Deborah	Takete	Yung Gravy Wannabe	Jordan
1/23/2021 20:56:43	Claire or maybe Emma	Jerry	Samantha	Chris	Greg	Amanda	Stanley	James	Martha	Janett	Takete	Jake Paul's drug addict cousin	Lucas
1/23/2021 20:57:25	Madison	Gino	Cassandra 	John	David	Susan	Patrick 	Julio	Brenda 	Karen 	Takete	Basil	Mort
1/23/2021 20:57:34	Emily	Aaron	Laura	Michael	Joshua 	Samantha	Jeremy	Ryan	Margot 	Harriet	Takete	Richard 	Donnie
1/23/2021 20:59:03	Caroline	Amir	Crystal	Rob	David	Leilani	Kevin	Jorge	Carol	Patty	Takete		
1/23/2021 20:59:06	Tamara	Robert	Sharon	Bill	Louis	Natasha	Terry	Anthony	Margret	Hilda	Takete	Walt	Cal
1/23/2021 20:59:51	Ava	Tomas	Hayley 	Mark	Colin 	Hannah 	Rich	Dwayne	Beth	Margaret 	Takete	Petey	Andrew
1/23/2021 20:59:59	Trisha	Tom	Megan	Allen	Norbert	Jill	Robert	William	Margaret	Helen	Takete	Pewdiepie	Grimes baby
1/23/2021 21:00:12	Alice	Juan	McKinsey	Dave	Josh	Samyra	Guy	Jamison	Megan	Berta	Takete	John	Jasper
1/23/2021 21:00:51	Ilse/stephanie	Rodriguez	Nessa	Marco	David	Kim	Gerry	Jordy		Marriane	Takete		
1/23/2021 21:01:18	Mary Claire	Donovan	Aleisha	Scott	Jerry	Liana	Boris	Marcus	Cindy	Carol	Takete	Bomo	Snarf 
1/23/2021 21:01:28	Rebecca		Jessica	Roberto	Tobias	Christine		Garrett	Dorothy	Linda	Takete	Tikker	Columbo
1/23/2021 21:01:58	Yuki	Pedro	Samantha	Greg	Buttface	Lilly	Mark	Tom	Muriel	Agatha		Pewdiepie	Barty crouch jr
1/23/2021 21:02:01	Casey	Aaron	Jennifer	Zach	Brendan	Sarah	Maxwell	Brian	Pam	Carrie	Takete		
1/23/2021 21:02:38		Ben									Takete		
1/23/2021 21:02:49	Allison	John	Sarah	Duncan	Joe		John	Neil	Gertrude	Mary		Drug addict Logan Paul	Indian Joker
